case_id,animal,cut,thickness,doneness,equipment,language,status,issue_code,issue_message,response_excerpt
case-000096,Beef,aguja,5,medium,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 5 min per side + 11 min indirect + 7 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 mi
case-000097,Vacuno,aguja,5,medium,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 5 min por lado + 11 min indirecto + 7 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar sartén y horno: Usa sartén calien
case-000098,Beef,aguja,5,medium,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 5 min per side + 11 min indirect + 7 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 mi
case-000099,Vacuno,aguja,5,medium,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 5 min por lado + 11 min indirecto + 7 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y u
case-000100,Beef,aguja,5,medium,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 5 min per side + 11 min indirect + 7 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2.
case-000101,Vacuno,aguja,5,medium_well,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Precalentar parrilla: Prepara fuego directo y una zona 
case-000102,Beef,aguja,5,medium_well,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 5 min per side + 13 min indirect + 7 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear si
case-000103,Vacuno,aguja,5,medium_well,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Preparar zonas de carbón: Prepara zona fuerte de cal
case-000104,Beef,aguja,5,medium_well,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 5 min per side + 13 min indirect + 7 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side.
case-000105,Vacuno,aguja,5,medium_well,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define
case-000106,Beef,aguja,5,medium_well,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 5 min per side + 13 min indirect + 7 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 mi
case-000107,Vacuno,aguja,5,medium_well,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Calentar sartén medio-alto: Usa sartén calien
case-000108,Beef,aguja,5,medium_well,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 5 min per side + 13 min indirect + 7 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10
case-000109,Vacuno,aguja,5,medium_well,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Precalentar parrilla: Prepara fuego directo y u
case-000110,Beef,aguja,5,medium_well,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 5 min per side + 13 min indirect + 7 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2.
case-000111,Vacuno,aguja,5,well_done,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar parrilla: Prepara fuego directo y una zona 
case-000112,Beef,aguja,5,well_done,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 5 min per side + 14 min indirect + 7 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First s
case-000113,Vacuno,aguja,5,well_done,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Preparar zonas de carbón: Prepara zona fuerte de cal
case-000114,Beef,aguja,5,well_done,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 5 min per side + 14 min indirect + 7 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side.
case-000115,Vacuno,aguja,5,well_done,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define
case-000116,Beef,aguja,5,well_done,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 5 min per side + 14 min indirect + 7 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 mi
case-000117,Vacuno,aguja,5,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar sartén y horno: Usa sartén calien
case-000118,Beef,aguja,5,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 5 min per side + 14 min indirect + 7 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 mi
case-000119,Vacuno,aguja,5,well_done,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar parrilla: Prepara fuego directo y u
case-000120,Beef,aguja,5,well_done,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 5 min per side + 14 min indirect + 7 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2.
case-000121,Vacuno,aguja,8,blue,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar parrilla: Prepara fuego directo y una zona 
case-000122,Beef,aguja,8,blue,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 5 min per side + 13 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear si
case-000123,Vacuno,aguja,8,blue,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Preparar zonas de carbón: Prepara zona fuerte de cal
case-000124,Beef,aguja,8,blue,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 5 min per side + 13 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side.
case-000125,Vacuno,aguja,8,blue,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define
case-000126,Beef,aguja,8,blue,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 5 min per side + 13 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 mi
case-000127,Vacuno,aguja,8,blue,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar sartén: Usa sartén caliente y dej
case-000128,Beef,aguja,8,blue,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 5 min per side + 13 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sea
case-000129,Vacuno,aguja,8,blue,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 5 min por lado + 13 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar parrilla: Prepara fuego directo y u
case-000130,Beef,aguja,8,blue,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 5 min per side + 13 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2.
case-000131,Vacuno,aguja,8,rare,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar parrilla: Prepara fuego directo y una zona 
case-000132,Beef,aguja,8,rare,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 5 min per side + 14 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear si
case-000133,Vacuno,aguja,8,rare,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Preparar zonas de carbón: Prepara zona fuerte de cal
case-000134,Beef,aguja,8,rare,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 5 min per side + 14 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side.
case-000135,Vacuno,aguja,8,rare,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define
case-000136,Beef,aguja,8,rare,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 5 min per side + 14 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 mi
case-000137,Vacuno,aguja,8,rare,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar sartén: Usa sartén caliente y dej
case-000138,Beef,aguja,8,rare,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 5 min per side + 14 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sea
case-000139,Vacuno,aguja,8,rare,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 5 min por lado + 14 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar parrilla: Prepara fuego directo y u
case-000140,Beef,aguja,8,rare,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 5 min per side + 14 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2.
case-000141,Vacuno,aguja,8,medium_rare,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 5 min por lado + 15 min indirecto + 7 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Precalentar parrilla: Prepara fuego directo y una zona 
case-000142,Beef,aguja,8,medium_rare,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 5 min per side + 15 min indirect + 7 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear si
case-000143,Vacuno,aguja,8,medium_rare,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 5 min por lado + 15 min indirecto + 7 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Preparar zonas de carbón: Prepara zona fuerte de cal
case-000144,Beef,aguja,8,medium_rare,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 5 min per side + 15 min indirect + 7 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side.
case-000145,Vacuno,aguja,8,medium_rare,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 5 min por lado + 15 min indirecto + 7 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define
case-000146,Beef,aguja,8,medium_rare,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 5 min per side + 15 min indirect + 7 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 mi
case-000147,Vacuno,aguja,8,medium_rare,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 5 min por lado + 15 min indirecto + 7 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Calentar sartén medio-alto: Usa sartén calien
case-000148,Beef,aguja,8,medium_rare,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 5 min per side + 15 min indirect + 7 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10
case-000149,Vacuno,aguja,8,medium_rare,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 5 min por lado + 15 min indirecto + 7 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Precalentar parrilla: Prepara fuego directo y u
case-000150,Beef,aguja,8,medium_rare,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 5 min per side + 15 min indirect + 7 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2.
